Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0006886	intracellular protein transport	 	1.898E-5	1.904E-1	9.616E-4	9.415E-3	278	1536	MKKS,ACAA1,USP9X,TIMM23,ACOT4,ADAR,AP2A2,AP2B1,SORCS2,KIF17,RAE1,OFD1,CAMSAP3,APBA1,CAMK1,AP3B1,LRRC46,SSNA1,KIF1A,RAB11A,BARD1,BBS4,BID,MCM3AP,RAB29,ZDHHC23,DAW1,CD36,NEURL1,CDK1,DNAAF1,CDH1,CDK5,RAB3C,SNAP29,KPNA7,TBC1D22A,CLTA,STX8,POC1A,MYRIP,KIF20B,CSE1L,GCC2,HACL1,NUP93,TRAM2,CEP57,KIAA0586,DNAL1,NUP58,DCTN1,TOMM70,ARFGAP3,MFN2,DLG2,DNAH8,THOC1,TOM1L1,ECT2,WDPCP,PREB,TIMM10,ARFRP1,SH3GLB1,GOLGA7,NAGPA,STX6,TIMM17B,ABCC4,TBC1D7,KATNB1,CCNO,ZDHHC3,REEP2,CEP78,ATP6V1D,FGF9,ECI2,VTI1B,RHBDD1,DCDC2,ZDHHC18,IPO8,PITRM1,RPAIN,GTSE1,SLU7,NBEA,VPS25,THOC3,RAB6B,DYNC2LI1,RAB3IP,SSX2IP,HSPB11,SIX2,VPS29,GIPC1,NUP50,TTC39C,DISC1,SDCCAG8,DRC1,SAXO1,ARFIP1,RAB10,CPSF4,TOMM34,ACOT2,RAB40B,SGSM3,SLC27A2,RFFL,GRIK2,NUP42,TBC1D8,PTPN5,CEP89,PDCD10,CHP1,HHEX,KIF24,HAUS8,COMMD1,AGFG1,HSPA4,HSP90AA1,CFAP74,UBE2J2,CFAP221,KPNA2,KPNA3,VTI1A,CCDC39,SYTL3,SVIP,MAK,MDM2,MIPEP,CCDC113,DDX25,ZDHHC21,MYO5B,MYO7A,NCBP1,TMEM80,CCDC13,NEK1,CPSF2,PRICKLE1,NSF,NUP88,ODF2,SIAH3,PCM1,CCDC63,PDZK1,GDAP1,LRGUK,NUP37,SNX10,PKHD1,ZFAND6,SNX11,PLK1,PMM2,CCHCR1,NUDT7,FAM53A,POLR2D,PPP2R2B,PRKCQ,PSEN1,NDE1,BCAS3,ALKBH5,PTGS2,CEP120,PEX2,ULK4,SPAG16,RAB3B,RAB27A,TCTN1,RAB27B,VPS37C,RAN,IFT57,DYNC2H1,DNAAF4,HAUS2,ZDHHC4,BBS10,GRTP1,SGSM1,PRR5L,NUP85,MNS1,TBC1D2,CLIP1,STRADB,SEC13,BBOF1,SEL1L,HAUS7,THOC7,VPS37A,VPS26B,FERMT1,DZIP1,STIL,RPH3A,NUP35,IWS1,KIFAP3,GRPEL1,RBM22,CCDC88A,GALNT11,VPS35,PARVA,NUP133,AGK,CEP152,RIMS1,CFAP44,SNX2,CLUAP1,CENPJ,SRP9,SRP54,SRP68,SRP72,SNX16,NEDD1,NXT2,STAU1,RFTN1,STX5,BCAP29,RRS1,TBC1D1,VAMP7,SYK,HYLS1,CFAP206,KIF13B,RPGRIP1L,DYNLT1,TEKT5,DNAH7,SIL1,GRIP1,ICMT,TNPO3,KPNA6,LRRC6,UBB,UBE2D3,UBE2L3,IQUB,AP1S3,YWHAE,YWHAH,RAB15,ACD,MFF,HPS4,PCDH15,IMMP1L,FIP1L1,SLBP,RAB25,AAAS,IFT88,AP3B2,AKAP1
GO: Biological Process	GO:0000727	double-strand break repair via break-induced replication	 	2.029E-5	2.036E-1	1.023E-3	1.002E-2	8	11	CDC45,GINS4,GINS2,MCM2,MCM3,MCM4,MCM5,MCM7
GO: Biological Process	GO:0001824	blastocyst development	 	2.222E-5	2.229E-1	1.114E-3	1.091E-2	40	144	ACTL6A,EOMES,CUL3,PPP4R4,ARHGDIG,CCNB1IP1,BNIP2,BRCA2,BYSL,CDH1,CDX2,CHEK1,KPNA7,MFN2,DMBT1,USPL1,CCDC24,ESRRB,NPM2,N4BP2L2,GINS4,GABPA,PRPF19,RBM46,NASP,NOP2,POU5F1,NCAPG2,RAD51B,RBBP8,TBL1XR1,ASF1B,CNOT1,PNLDC1,TFAP2C,UBE2A,PLPP4,ZP3,XAB2,SALL4
GO: Biological Process	GO:0075733	intracellular transport of virus	 	2.260E-5	2.267E-1	1.122E-3	1.099E-2	21	57	RAE1,NUP93,NUP58,NUP50,NUP42,KPNA2,KPNA3,NUP88,NUP37,VPS37C,RAN,NUP85,SEC13,VPS37A,NUP35,NUP133,DYNLT1,KPNA6,TSG101,UBB,AAAS
GO: Biological Process	GO:0009994	oocyte differentiation	 	2.260E-5	2.267E-1	1.122E-3	1.099E-2	21	57	BRCA2,CCNB1,SOHLH1,TRIP13,KMT2B,DAZL,FBXO5,DMRT1,YBX2,NPM2,GDF9,WEE2,ZGLP1,PLD6,PABPC1L,AURKA,AURKC,PLCB1,ZP3,TDRD5,FIGLA
GO: Biological Process	GO:0000082	G1/S transition of mitotic cell cycle	 	2.279E-5	2.286E-1	1.126E-3	1.103E-2	70	300	ACVR1B,CDC45,CUL4A,CUL3,CUL1,TRIM71,PIAS1,CNOT6L,CRADD,BID,CCNB1,CCNH,CDK1,CDC25A,CDC25C,CDK3,CDK7,CDKN2B,CDKN3,FBXO5,KIF14,E2F1,GMNN,ESRRB,TRIAP1,GTSE1,MCM8,DBF4,GSPT1,LSM10,LSM11,CACUL1,MCM2,MCM3,MCM4,MCM5,MCM7,MDM2,BRD7,MYB,NASP,NFATC1,NPAT,ORC1,ORC4,ORC5,PCNA,E2F7,IQGAP3,PPAT,PRIM1,PRIM2,PTEN,RBBP8,E2F8,RPA2,RRM2,CNOT11,SKP2,CNOT1,MYO16,PHF8,AURKA,PLCB1,ORC6,ORC3,TYMS,POLE4,CUL5,SPDYA
GO: Biological Process	GO:0031570	DNA integrity checkpoint	 	2.290E-5	2.297E-1	1.126E-3	1.103E-2	44	164	CDC45,CUL4A,TICRR,CNOT6L,CRADD,BRCA1,NAE1,TIMELESS,CCNB1,CDK1,CDC25C,CHEK1,INTS7,SYF2,CRY1,THOC1,E2F1,BRIP1,ABRAXAS1,TRIAP1,GTSE1,DTL,PRPF19,RINT1,MDM2,MRE11,MSH2,NEK1,ORC1,PCNA,E2F7,ETAA1,PLK1,RAD9B,TIPIN,RAD1,E2F8,RPA2,WDR76,CNOT11,CLSPN,CNOT1,AURKA,TOP2B
GO: Biological Process	GO:0044843	cell cycle G1/S phase transition	 	2.344E-5	2.352E-1	1.147E-3	1.123E-2	74	322	ACVR1B,CDC45,CUL4A,CUL3,CUL1,TRIM71,PIAS1,CNOT6L,TP63,CRADD,BID,CCNA2,CCNB1,CCNH,CDK1,CDC25A,CDC25C,CDK3,CDK7,CDKN2B,CDKN3,FBXO5,KIF14,E2F1,GMNN,ESRRB,TRIAP1,GTSE1,MCM8,DBF4,GSPT1,LSM10,LSM11,CACUL1,MCM2,MCM3,MCM4,MCM5,MCM7,MDM2,BRD7,MYB,NASP,NFATC1,NPAT,ORC1,ORC4,ORC5,PCNA,E2F7,IQGAP3,PPAT,PRIM1,PRIM2,PAGR1,PTEN,RBBP8,E2F8,RPA2,RRM2,CNOT11,SKP2,CNOT1,MYO16,PHF8,AURKA,PLCB1,ORC6,ORC3,TYMS,POLE4,FAM83D,CUL5,SPDYA
GO: Biological Process	GO:0051445	regulation of meiotic cell cycle	 	3.065E-5	3.074E-1	1.492E-3	1.461E-2	21	58	CDC20,CDC25A,CDC25C,TRIP13,DAZL,FBXO5,DMRT1,ANKRD31,NPM2,SPATA22,WEE2,SGO2,MOS,MSX2,ASPM,RAD1,PIWIL2,TOPAZ1,PLCB1,TTK,FBXO43
GO: Biological Process	GO:0043044	ATP-dependent chromatin remodeling	 	3.292E-5	3.302E-1	1.595E-3	1.562E-2	28	89	ACTL6A,GATAD2B,CENPP,RNF8,CENPA,PIWIL1,SYCP3,CENPL,CENPW,CECR2,OIP5,NASP,MIS18A,CENPM,CENPO,RBBP4,RBBP7,CENPU,CENPQ,HJURP,CENPT,SMARCA2,CENPN,CENPK,VPS72,ACTR6,CENPH,KNL1
GO: Biological Process	GO:0006305	DNA alkylation	 	3.386E-5	3.397E-1	1.625E-3	1.591E-2	31	103	PARP1,FKBP6,KDM1B,BRCA1,UHRF2,CTCFL,DNMT1,DNMT3A,DNMT3B,PPHLN1,MORC1,EHMT2,TDRKH,MAEL,HELLS,MGMT,UHRF1,PLD6,MIS18A,MOV10L1,PRMT7,DDX4,POU5F1,ASZ1,PIWIL2,GRHL2,TDRD1,DPPA3,TDRD9,USP7,TDRD5
GO: Biological Process	GO:0006306	DNA methylation	 	3.386E-5	3.397E-1	1.625E-3	1.591E-2	31	103	PARP1,FKBP6,KDM1B,BRCA1,UHRF2,CTCFL,DNMT1,DNMT3A,DNMT3B,PPHLN1,MORC1,EHMT2,TDRKH,MAEL,HELLS,MGMT,UHRF1,PLD6,MIS18A,MOV10L1,PRMT7,DDX4,POU5F1,ASZ1,PIWIL2,GRHL2,TDRD1,DPPA3,TDRD9,USP7,TDRD5
GO: Biological Process	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	 	3.594E-5	3.605E-1	1.717E-3	1.681E-2	93	432	CUL4A,CUL3,CUL1,TRIM71,PIAS1,BUB1B,BTRC,CCNB1,CCNF,USP14,CDK1,CDC20,AURKB,PTTG1,PLAA,ARMC8,ANAPC15,RNF14,UBXN11,FAM122A,FBXL3,FBXL5,PSMD6,FBXO22,FBXO5,KIF14,RBX1,KCTD10,TRIM13,CRBN,BFAR,FHIT,ANAPC7,ATG7,ERLIN1,NUB1,GIPC1,GNA12,TLK2,RFFL,NHLRC3,GLMN,COMMD1,DNAJB2,NKD2,FBXO27,UBE2J2,SVIP,MAD2L1,MDM2,MTM1,PRICKLE1,SIAH3,KCTD5,PLK1,ANAPC4,MAPK8,PSEN1,PSMA5,PSMA6,PSMA7,PSMB2,PSMB7,PSMD11,RAD23B,TBL1XR1,UBE2W,SEL1L,RNF34,SKP1,SKP2,CHFR,SUMO2,PBK,AURKA,NSFL1C,TAF9,RYBP,FBXL16,KCTD2,UBB,UBE2A,UBE2D3,UBE2E1,UBE2G1,UBE2H,UCHL1,SMURF2,RMND5A,USP7,UBXN8,CUL5,UBE3D
GO: Biological Process	GO:0022613	ribonucleoprotein complex biogenesis	 	3.611E-5	3.623E-1	1.717E-3	1.681E-2	107	512	ADAR,CUL4A,TICRR,GEMIN2,ERI1,CNOT6L,EIF3C,PATL2,RIOK3,EIF2S2,BYSL,BTRC,PRPF3,LSM4,NGDN,RSL1D1,DDX1,DDX10,G3BP2,DKC1,RIOK1,MTERF3,EXOSC3,EXOSC1,UTP11,MRTO4,MPHOSPH6,SF3A1,NUFIP1,WDR75,POP5,RPF2,NSUN4,MYBBP1A,NOP56,SLU7,PELP1,FRG1,RPUSD2,STYXL1,PTGES3,RPP40,IMP4,SF3A3,PRPF19,MPV17L2,NUDT21,GRB7,KRR1,PWP1,RIOX2,LSM6,GTF3A,UTP4,ATXN2L,EXOSC8,GTF2H5,HSP90AA1,CELF5,ISG20,GTPBP10,SRSF12,NOB1,NCBP1,SNU13,NOP2,YBEY,NUP88,ERI3,METTL16,PRMT7,EXOSC9,POLR2D,DDX56,PIH1D2,PTEN,TEX10,GEMIN8,PAK1IP1,NOL8,MRPL20,RAN,HEATR1,NAT10,OGFOD1,GEMIN6,BRIX1,RPF1,EDC3,CHD7,LYAR,NSUN5,EXOSC7,SNRPD1,SNRPD3,CNOT1,TGS1,SRPK1,RRS1,TAF9,DDX31,MRPS11,MRPS9,MRPL1,EXOSC5,XAB2,COIL
GO: Biological Process	GO:0000132	establishment of mitotic spindle orientation	 	3.809E-5	3.821E-1	1.802E-3	1.765E-2	14	31	CENPA,DCTN1,EYA1,NDC80,INSC,MAD2L1,GPSM2,PLK1,NDE1,SPDL1,MCPH1,NSFL1C,DYNLT1,ACTL8
GO: Biological Process	GO:2001251	negative regulation of chromosome organization	 	4.364E-5	4.378E-1	2.055E-3	2.012E-2	43	163	PARP1,MAD1L1,BIRC5,BRCA1,BUB1,BUB1B,CCNB1,CDC20,AURKB,PTTG1,CENPE,CENPF,TRIP13,TRIP12,ASF1A,ANAPC15,ESPL1,FBXO5,DNMT1,DNMT3B,L3MBTL2,RAD50,DYNC1LI1,NDC80,FH,LCMT1,ATG7,DCP2,JARID2,MAD2L1,MCM2,GEN1,PLK1,SPDL1,PINX1,NAT10,OTUB1,KDM4D,WAPL,PHF8,KHDC3L,TTK,ACD
GO: Biological Process	GO:0019941	modification-dependent protein catabolic process	 	4.529E-5	4.544E-1	2.123E-3	2.079E-2	129	643	USP9X,USP35,CUL4A,CUL3,CUL1,TRIM71,COPS3,PIAS1,BUB1B,BTRC,RNF8,CCNB1,CCNF,USP14,USP2,USP10,CDK1,CDC20,AURKB,PTTG1,TRIP12,LONP1,PLAA,ARMC8,TRIM58,ANAPC15,RNF14,UBXN11,FAM122A,USP34,TRPC4AP,FBXL3,FBXL5,PSMD6,FBXO22,FBXO10,FBXO5,KIF14,USP3,RBX1,TOM1L1,KCTD10,TRIM13,CRBN,BFAR,FHIT,ANAPC7,ATG7,DTL,VPS25,ERLIN1,NUB1,GIPC1,DISC1,GNA12,LNX1,TLK2,ADRM1,RFFL,NHLRC3,GLMN,USP45,COMMD1,DNAJB2,NKD2,FBXO27,UBE2J2,SVIP,MAD2L1,CACUL1,MDM2,MTM1,UHRF1,PRICKLE1,SIAH3,PCYOX1L,KCTD5,PLK1,ANAPC4,MAPK8,RNF111,PSEN1,PSMA5,PSMA6,PSMA7,PSMB2,PSMB7,PSMD11,PTEN,RNF128,RAD23B,VPS37C,TBL1XR1,UBE2W,SEL1L,VPS37A,RNF34,SKP1,SKP2,CHFR,SUMO2,PBK,AURKA,NSFL1C,TAF9,RYBP,FBXL16,RNF20,KCTD2,TSG101,UBB,UBE2A,UBE2D3,UBE2E1,UBE2G1,UBE2H,UBE2L3,UCHL1,UCHL3,USP1,SMURF2,RMND5A,TRIM39,USP7,UBE3B,UBXN8,CUL5,UBE3D,RNF146
GO: Biological Process	GO:0009790	embryo development	 	4.773E-5	4.789E-1	2.227E-3	2.181E-2	231	1262	MKKS,NCOA3,USP9X,ACTL6A,ACVR1B,ADAR,DSCAML1,EOMES,FZD6,EXOC3L2,CUL4A,CUL3,ZFAT,LEO1,OFD1,CAMSAP3,APBA1,APBA2,EPB41L5,BIRC5,TRIM71,COPS3,LMO4,PPP4R4,ARHGDIG,TP63,CCNB1IP1,GRHL3,ATP5F1A,BBS4,SCEL,CCNK,BMP5,ALKBH1,ALDH1A2,BNIP2,PYGO2,BRCA1,BRCA2,EIF2S2,BYSL,TIMELESS,CASP3,RUNX1,CCNB1,CCNB2,CDK1,DNAAF1,CDH1,CDX2,CHEK1,TRIP12,CKS1B,CKS2,KPNA7,SLC9A3R1,MYO3B,NTN1,HECTD1,HAND2,CIR1,SYF2,KIF20B,CELSR1,MTSS1,NSDHL,MFN2,DLD,DLG1,DLX1,DLX6,DMBT1,DNMT1,DNMT3A,DNMT3B,DNAJB6,WDPCP,ARFRP1,MIXL1,INSIG2,ELF5,USPL1,CCDC24,EN2,LEF1,ERBB4,ERCC2,ESRRB,EYA1,EYA2,NPM2,N4BP2L2,FGF9,ZBTB18,FLT1,DEAF1,RTCB,GINS4,SPINT2,DMRT2,FUT8,SIX2,GABPA,NUP50,ATP8A2,TTC39C,GBX2,GPC3,PRPF19,GNA12,GNAQ,CECR2,GRIN2B,GRSF1,GLMN,RBM46,POLG2,HHEX,HOXA7,HOXA10,HOXB6,HOXB7,HOXC9,NLRP5,IGF2,NKD1,INPP5B,ISL1,ITGA4,JAG2,KDF1,KIT,AFF3,CCDC39,LIG4,LLGL2,RBPMS2,LRP2,RESP18,MBP,LRP1B,MSH2,MSX2,RSPO2,RACGAP1,PLD6,MYB,MYH3,MYH10,MYO1E,MYO7A,NASP,NEUROG1,NKX3-1,NOP2,NPAT,PRICKLE1,OTX2,PCSK5,PDZK1,E2F7,PGM3,PIK3CB,PITX1,POLB,POU5F1,MAPK7,MAP2K1,PSEN1,NCAPG2,PTPRR,TCTN1,RAD23B,RAD51B,IFT57,DYNC2H1,RBBP8,CENPU,AKIRIN2,TBL1XR1,E2F8,TLE6,NANOG,GRHL2,AMBRA1,CHD7,STIL,SLC8A1,ASF1B,ENAH,CXXC4,NUP133,MESP2,CNOT1,SOD1,CLUAP1,PNLDC1,MESP1,XYLT1,PLCB1,COBL,SATB2,RPGRIP1L,TCOF1,FOXN4,OOEP,TDGF1,NXN,TFAP2C,GPR161,ICMT,HEY2,LNPK,TPO,UBE2A,AMOT,XRCC2,DPPA3,ZIC2,ZIC3,PLPP4,NDRG4,ACD,ZP3,XAB2,PCDH15,TDRD5,FZD3,SALL4,CUBN,IFT88
GO: Biological Process	GO:0006325	chromatin organization	 	4.999E-5	5.015E-1	2.322E-3	2.273E-2	162	841	NCOA3,ACTL6A,GATAD2B,CDC45,CENPP,MTA3,SUPT3H,HIRIP3,HIPK4,LEO1,CAMK1,TP63,KDM1B,SAP30,PYGO2,BRCA1,BRCA2,BRDT,MCM3AP,RNF8,CCNA2,CCNB1,PADI6,CDK1,CDK5,L3MBTL4,AURKB,CENPA,PIWIL1,CHEK1,TRIP12,GTF3C4,KPNA7,ASF1A,BRMS1,PRKD2,SYCP3,CTCFL,PPM1F,KMT2B,CENPL,JADE3,SUPT7L,USP3,NR1H4,DNMT1,DNMT3A,DNMT3B,L3MBTL2,CHAF1A,LEF1,CENPW,EYA1,EYA2,NPM2,PCGF6,SCML2,ABRAXAS1,FH,SETD3,SFMBT1,ATG7,PPHLN1,SIRT6,DNAJC2,TADA1,EHMT2,MSL3,TLK2,CECR2,WDR5,PRDM4,PWP1,KAT7,NUDT5,WDHD1,BAZ1A,HELLS,OIP5,HMGB2,HMGB3,HSF4,IGF2,ISL1,JARID2,LOXL2,MCM2,MKI67,MOS,BRD7,UHRF1,MYB,NAP1L1,NAP1L4,NASP,NOS1,MIS18A,CENPM,PRMT7,INO80E,CENPO,POU5F1,MAPK8,BCORL1,PAGR1,RBBP4,RBBP5,RBBP7,CENPU,PIWIL2,DPF2,ELP3,TBL1XR1,SUV39H2,CENPQ,RIF1,NAA40,HJURP,CENPT,OTUB1,CHD7,SKP1,IWS1,KDM4D,SNW1,ASF1B,SMARCA2,DMRTC2,PABPC1L,SOX15,CENPN,SRPK1,PHF8,CENPK,AURKA,AURKC,RCOR1,TADA2A,TAF5,TAF9,SATB2,VPS72,RYBP,ACTR6,RNF20,KDM7A,PADI4,UBE2A,UBE2E1,SMYD3,VRK1,NSD2,POLE4,DPPA3,CENPH,SMYD2,TDRD3,USP7,KNL1,M1AP,YEATS4,CBX8
GO: Biological Process	GO:0006283	transcription-coupled nucleotide-excision repair	 	5.336E-5	5.354E-1	2.467E-3	2.415E-2	24	73	CUL4A,COPS3,CCNH,CDK7,RBX1,COPS4,ERCC2,POLD3,COPS8,PRPF19,COPS6,GTF2H5,PCNA,POLD2,POLR2D,POLR2I,RFC3,RFC4,RFC5,RPA2,UBB,COPS7B,XAB2,USP7
GO: Biological Process	GO:0036388	pre-replicative complex assembly	 	5.515E-5	5.532E-1	2.495E-3	2.443E-2	6	7	MCM2,MCM3,MCM4,MCM5,MCM7,ORC3
GO: Biological Process	GO:1902299	pre-replicative complex assembly involved in cell cycle DNA replication	 	5.515E-5	5.532E-1	2.495E-3	2.443E-2	6	7	MCM2,MCM3,MCM4,MCM5,MCM7,ORC3
GO: Biological Process	GO:0010216	maintenance of DNA methylation	 	5.515E-5	5.532E-1	2.495E-3	2.443E-2	6	7	UHRF2,DNMT1,DNMT3A,HELLS,UHRF1,USP7
GO: Biological Process	GO:0006267	pre-replicative complex assembly involved in nuclear cell cycle DNA replication	 	5.515E-5	5.532E-1	2.495E-3	2.443E-2	6	7	MCM2,MCM3,MCM4,MCM5,MCM7,ORC3
GO: Biological Process	GO:0006338	chromatin remodeling	 	5.521E-5	5.538E-1	2.495E-3	2.443E-2	47	185	ACTL6A,GATAD2B,CENPP,TP63,BRDT,RNF8,CENPA,PIWIL1,SYCP3,CENPL,CENPW,NPM2,SIRT6,CECR2,NUDT5,BAZ1A,HELLS,OIP5,HMGB2,HMGB3,JARID2,MYB,NASP,MIS18A,CENPM,INO80E,CENPO,RBBP4,RBBP7,CENPU,SUV39H2,CENPQ,HJURP,CENPT,CHD7,KDM4D,SMARCA2,PABPC1L,CENPN,CENPK,TADA2A,SATB2,VPS72,ACTR6,PADI4,CENPH,KNL1
GO: Biological Process	GO:0006364	rRNA processing	 	6.051E-5	6.071E-1	2.722E-3	2.665E-2	53	217	ERI1,RIOK3,BYSL,BTRC,NGDN,RSL1D1,DDX10,DKC1,RIOK1,EXOSC3,EXOSC1,UTP11,MRTO4,MPHOSPH6,WDR75,POP5,RPF2,NSUN4,NOP56,PELP1,FRG1,RPUSD2,RPP40,IMP4,KRR1,LSM6,UTP4,EXOSC8,GTF2H5,ISG20,NOB1,SNU13,NOP2,YBEY,ERI3,METTL16,EXOSC9,DDX56,PIH1D2,TEX10,NOL8,HEATR1,NAT10,RPF1,CHD7,LYAR,NSUN5,EXOSC7,RRS1,MRPS11,MRPS9,MRPL1,EXOSC5
GO: Biological Process	GO:0006399	tRNA metabolic process	 	6.370E-5	6.390E-1	2.853E-3	2.793E-2	47	186	AARS1,TRMT5,ALKBH1,USP14,THUMPD3,CSTF2,DDX1,TSEN15,TRPT1,EXOSC3,FARSB,YARS2,TRNT1,EPRS1,POP5,RTCB,TRMT6,RTRAF,CDK5RAP1,POLR3K,TRMT10B,RPP40,GARS1,CPSF4,POP1,GRSF1,RPUSD4,LSM6,EXOSC8,IARS1,PSTK,CTU2,NARS1,FAM98B,TRMT13,PUS7,EXOSC9,RARS1,ELP3,NAT10,ELP2,EXOSC7,LARS2,ELP5,RARS2,AIMP2,NSUN6
GO: Biological Process	GO:0040020	regulation of meiotic nuclear division	 	6.408E-5	6.429E-1	2.857E-3	2.797E-2	15	36	CDC20,TRIP13,DAZL,FBXO5,DMRT1,NPM2,WEE2,SGO2,MOS,MSX2,RAD1,PIWIL2,PLCB1,TTK,FBXO43
GO: Biological Process	GO:0032508	DNA duplex unwinding	 	6.495E-5	6.516E-1	2.876E-3	2.816E-2	32	111	CDC45,PARP1,CUL4A,DDX1,RBX1,RAD50,ERCC2,BRIP1,GINS4,GINS2,MCM8,GTF2F2,GTF2H5,MCM2,MCM3,MCM4,MCM5,MCM7,MRE11,DSCC1,ERCC6L,RAD23B,RAD51,RFC3,RFC4,RFC5,CHD7,CHTF18,RAD54L2,UBB,RAD18,NAV2
GO: Biological Process	GO:0044257	cellular protein catabolic process	 	6.508E-5	6.528E-1	2.876E-3	2.816E-2	153	791	USP9X,ACR,AP2A2,AP2B1,USP35,CUL4A,CUL3,CUL1,ANXA2,TRIM71,COPS3,PIAS1,BNIP3,BUB1B,BTRC,RNF8,CCNB1,CCNF,USP14,USP2,USP10,CDK1,CDC20,AURKB,DLGAP1,PTTG1,TRIP12,LONP1,PLAA,CLTA,ARMC8,TRIM58,ANAPC15,RNF14,UBXN11,FAM122A,USP34,TRPC4AP,FBXL3,FBXL5,PSMD6,FBXO22,FBXO10,FBXO5,KIF14,USP3,RBX1,TOM1L1,KCTD10,TRIM13,CRBN,EPHA4,BFAR,FHIT,ANAPC7,RHBDD1,ATG7,DTL,VPS25,ERLIN1,NUB1,GIPC1,DISC1,PRPF19,GNA12,LNX1,TLK2,ADRM1,GPX1,RFFL,NHLRC3,GLMN,USP45,GABARAPL2,COMMD1,DNAJB2,HSP90AA1,NKD2,FBXO27,UBE2J2,LRP2,SVIP,MAD2L1,CACUL1,MDM2,MTM1,UHRF1,NELL1,PRICKLE1,SIAH3,PCYOX1L,KCTD5,PLK1,ANAPC4,PRKCG,MAPK8,RNF111,DAB2IP,PSEN1,PSMA5,PSMA6,PSMA7,PSMB2,PSMB7,PSMD11,PTEN,RNF128,RAD23B,VPS37C,DNAAF4,TBL1XR1,UBE2W,LAPTM4B,SEL1L,VPS37A,RNF34,SKP1,SKP2,VPS35,CHFR,SUMO2,NGLY1,PBK,AURKA,NSFL1C,TAF9,RYBP,FBXL16,RNF20,KCTD2,TSG101,UBB,UBE2A,UBE2D3,UBE2E1,UBE2G1,UBE2H,UBE2L3,UCHL1,UCHL3,USP1,SMURF2,EZR,VLDLR,RMND5A,TRIM39,TMEM199,USP7,UBE3B,UBXN8,CUL5,UBE3D,RNF146
GO: Biological Process	GO:0044728	DNA methylation or demethylation	 	6.895E-5	6.917E-1	3.027E-3	2.964E-2	34	121	USP9X,PARP1,FKBP6,KDM1B,ALKBH1,BRCA1,UHRF2,CTCFL,DNMT1,DNMT3A,DNMT3B,PPHLN1,MORC1,EHMT2,TDRKH,MAEL,HELLS,MGMT,UHRF1,PLD6,MIS18A,MOV10L1,PRMT7,DDX4,POU5F1,ASZ1,PIWIL2,GRHL2,ALKBH2,TDRD1,DPPA3,TDRD9,USP7,TDRD5
GO: Biological Process	GO:0006511	ubiquitin-dependent protein catabolic process	 	6.910E-5	6.932E-1	3.027E-3	2.964E-2	127	637	USP9X,USP35,CUL4A,CUL3,CUL1,TRIM71,COPS3,PIAS1,BUB1B,BTRC,RNF8,CCNB1,CCNF,USP14,USP2,USP10,CDK1,CDC20,AURKB,PTTG1,TRIP12,PLAA,ARMC8,TRIM58,ANAPC15,RNF14,UBXN11,FAM122A,USP34,TRPC4AP,FBXL3,FBXL5,PSMD6,FBXO22,FBXO10,FBXO5,KIF14,USP3,RBX1,TOM1L1,KCTD10,TRIM13,CRBN,BFAR,FHIT,ANAPC7,ATG7,DTL,VPS25,ERLIN1,NUB1,GIPC1,DISC1,GNA12,LNX1,TLK2,ADRM1,RFFL,NHLRC3,GLMN,USP45,COMMD1,DNAJB2,NKD2,FBXO27,UBE2J2,SVIP,MAD2L1,CACUL1,MDM2,MTM1,UHRF1,PRICKLE1,SIAH3,KCTD5,PLK1,ANAPC4,MAPK8,RNF111,PSEN1,PSMA5,PSMA6,PSMA7,PSMB2,PSMB7,PSMD11,PTEN,RNF128,RAD23B,VPS37C,TBL1XR1,UBE2W,SEL1L,VPS37A,RNF34,SKP1,SKP2,CHFR,SUMO2,PBK,AURKA,NSFL1C,TAF9,RYBP,FBXL16,RNF20,KCTD2,TSG101,UBB,UBE2A,UBE2D3,UBE2E1,UBE2G1,UBE2H,UBE2L3,UCHL1,UCHL3,USP1,SMURF2,RMND5A,TRIM39,USP7,UBE3B,UBXN8,CUL5,UBE3D,RNF146
GO: Biological Process	GO:0032543	mitochondrial translation	 	7.185E-5	7.208E-1	3.134E-3	3.069E-2	37	136	ALKBH1,MRPL19,MTERF3,MRPS18C,TSFM,YARS2,MRPL2,LRPPRC,MRPS31,MRPL37,MRPL30,MRPL35,NSUN4,MRPS23,MRPS33,CDK5RAP1,GARS1,MPV17L2,RPUSD4,MRPS35,MRPL42,MRPL13,MRPL18,NDUFA7,MRPL39,MRPL55,PTCD3,MRPL20,MTIF3,MRPS14,LARS2,MRPS11,MRPS9,MRPL38,MRPL1,MRPL44,RARS2
GO: Biological Process	GO:0046794	transport of virus	 	7.230E-5	7.253E-1	3.140E-3	3.074E-2	21	61	RAE1,NUP93,NUP58,NUP50,NUP42,KPNA2,KPNA3,NUP88,NUP37,VPS37C,RAN,NUP85,SEC13,VPS37A,NUP35,NUP133,DYNLT1,KPNA6,TSG101,UBB,AAAS
